"trss","sw 1/4 sec6 t24 s r15e"
"trss","s1/2 sec20 t33s r.16e"
"trss","nw1/4 sec.20 t6n range34 e"
"trss","s1/2 sec.6 t24s range15 w"
"trss","sw 1/4 sec25 t19 n r19 e"
"trss","nw 1/4 sec.18 t10s r23w"
"trss","n 1/2 sec.6 t24 s r.15w"
"trss","se 1/4 sec18 t10 s range23 w"
"trss","ne1/4 sec.22 t3n r17 e"
"trss","s 1/2 sec15 t11n r6 w"
"trss","sw 1/4 section15 t26n range12w"
"trss","sw1/4 sec.18 t10s range23 e"
"trss","ne 1/4 sec.6 t24n r.15 w"
"trss","se1/4 section33 t10s r.29w"
"trss","e1/2 sec.20 t6n r.34 e"
"trss","s 1/2 sec.11 t35n r.36e"
"trss","w1/2 section33 t10s r.29e"
"trss","sw1/4 section6 t24n r.15w"
"trss","sw1/4 sec11 t35 n r36 w"
"trss","s 1/2 section23 t23 n range16w"
"trss","n1/2 sec14 t18 n r.6e"
"trss","e 1/2 sec.25 t19 n range19 w"
"trss","s 1/2 section24 t19s range15e"
"trss","e1/2 sec.18 t10 s range23 w"
"trss","n 1/2 sec15 t11n r6 e"
"trss","ne 1/4 section14 t11 n r34e"
"trss","nw 1/4 sec15 t11 s r6w"
"trss","se 1/4 sec.33 t31n r.1w"
"trss","se 1/4 section23 t8n r.7 e"
"trss","e 1/2 sec15 t26 s range12 w"
"trss","w1/2 sec.36 t3 s r15e"
"trss","w1/2 sec18 t10 n r23 w"
"trss","ne 1/4 sec.23 t23 s r16 w"
"trss","w 1/2 sec.20 t33n range16w"
"trss","nw 1/4 sec36 t3n range15w"
"trss","ne1/4 sec.18 t10 n r23w"
"trss","ne 1/4 sec.17 t13 s r15 w"
"trss","s1/2 sec4 t21 s r26 w"
"trss","s 1/2 sec15 t11 n range6 w"
"trss","sw1/4 sec.11 t35 n r.36w"
"trss","nw1/4 sec23 t23n range16 w"
"trss","w 1/2 sec.36 t3s range15w"
"trss","w1/2 sec15 t11s r6 e"
"trss","n 1/2 section23 t8 n range7 e"
"trss","w1/2 sec.15 t26s r.12 w"
"trss","e1/2 sec36 t3s range15e"
"trss","1/4 ne 1/4 sec36 t3 n r15w"
"trss","sw1/4 sec.33 t10 s r29e"
"trss","ne 1/4 sec23 t8 n r.7 e"
"trss","se 1/4 sec.18 t10n r23w"
"trss","sw1/4 sec.14 t11 n r34 e"
"trss","nw 1/4 sec11 t35 n range36e"
"trss","se1/4 sec.33 t10n range29w"
"trss","n1/2 sec.4 t21s r.26e"
"trss","sw 1/4 nw 1/4 sec14 t18 s r6 w"
"trss","sw1/4 se1/4 sec18 t10n range23 e"
"trss","sw1/4 nw1/4 sec.15 t11n range6 e"
"trss","se 1/4 sw 1/4 section25 t19n r19e"
"trss","s 1/2 sec15 t26s r12 e"
"trss","sw 1/4 nw 1/4 sec15 t26s r12 w"
"trss","ne 1/4 nw 1/4 sec.33 t31 n range1 e"
"trss","ne1/4 se1/4 sec.11 t35n range36 w"
"trss","s 1/2 section36 t3n r.15w"
"trss","ne 1/4 nw 1/4 sec25 t19 s r19w"
"trss","w1/2 sec.15 t11 s range6 w"
"trss","e 1/2 section20 t6n r.34e"
"trss","nw1/4 sw1/4 sec.4 t21 n r26e"
"trss","s1/2 sec.14 t11 n r.34 e"
"trss","ne1/4 nw1/4 sec.15 t11s range6 w"
"trss","ne 1/4 se 1/4 sec.14 t11 n range34w"
"trss","w 1/2 sec.20 t33 s range16e"
"trss","nw 1/4 ne 1/4 sec15 t26 n r.12 w"
"trss","s 1/2 sec36 t3 s range15e"
"trss","w 1/2 w 1/2 section20 t6n r34e"
"trss","s1/2 sec4 t21s r26e"
"trss","w1/2 sec14 t11 n r34 e"
"trss","n 1/2 section18 t10 s r.23 w"
"trss","w1/2 section17 t13n r.15 w"
"trss","ne1/4 se1/4 sec.24 t19 s range15w"
"trss","ne1/4 nw1/4 sec15 t11s r.6 w"
"trss","se1/4 ne1/4 sec.17 t13s r.15w"
"trss","n 1/2 section10 t3 s r.9e"
"trss","sw 1/4 se 1/4 section23 t23 s r16 w"
"trss","sw1/4 nw1/4 section25 t19s r.19e"
"trss","e 1/2 sec.20 t33n r16 e"
"trss","sw 1/4 se 1/4 sec18 t10n r.23w"
"trss","w 1/2 sec14 t18 n range6e"
"trss","n1/2 sec.18 t10s r23 e"
"trss","n 1/2 section25 t19 n r.19 w"
"trss","se 1/4 ne 1/4 sec.33 t10 s r.29e"
"trss","w 1/2 section14 t11 s range34 e"
"trss","e 1/2 section22 t3 s range17 w"
"trss","ne 1/4 nw 1/4 sec.17 t13 s r15e"
"trss","se1/4 ne1/4 section25 t19 n r.19 e"
"trss","se 1/4 sw 1/4 sec23 t8s r.7w"
"trss","n 1/2 sec10 t3 n r.9 w"
"trss","n1/2 sec.20 t33 s range16 w"
"trss","w 1/2 section15 t11s r.6 w"
"trss","s 1/2 sec.33 t31 n r.1e"
"trss","ne1/4 se1/4 sec14 t18 n r.6w"
"trss","nw1/4 ne1/4 section20 t6s r34 w"
"trss","w1/2 sec33 t10 s r29w"
"trss","w 1/2 sec.23 t8n range7 w"
"trss","sw1/4 nw1/4 sec.20 t6 s r34 e"
"trss","e1/2 section25 t19 s range19w"
"trss","w1/2 sec4 t21n r.26e"
"trss","nw1/4 ne1/4 sec.4 t21 s r.26e"
"trss","w1/2 sec.10 t3 s r.9w"
"trss","nw1/4 sw1/4 section22 t3s r.17 w"
"trss","nw1/4 ne1/4 sec.15 t26 s range12 w"
"trss","w 1/2 sec15 t11n r.6 w"
"trss","s 1/2 section20 t33 n range16 w"
"trss","e1/2 sec10 t3 s r9w"
"trss","n 1/2 sec.20 t33 s r16 e"
"trss","se 1/4 ne 1/4 sec10 t3 n range9 w"
"trss","nw 1/4 ne 1/4 sec.4 t21s range26 w"
"trss","e1/2 sec.17 t13 s r15e"
"trss","ne 1/4 se 1/4 sec.15 t26 n r.12 e"
"trss","e1/2 section14 t18 n r6 e"
"trss","nw1/4 ne1/4 section6 t24 s range15w"
"trss","e1/2 sec18 t10n range23 w"
"trss","se 1/4 ne 1/4 sec.33 t31n r1e"
"trss","se 1/4 sw 1/4 sec.18 t10n range23 e"
"trss","ne1/4 se1/4 sec20 t6n r.34e"
"trss","e1/2 sec.36 t3s r.15e"
"trss","ne 1/4 nw 1/4 sec17 t13 n r.15 e"
"trss","n 1/2 sec.33 t31 s r1w"
"trss","nw 1/4 sw 1/4 section10 t3n r9w"
"trss","ne1/4 nw1/4 sec.15 t11 n r6 w"
"trss","n1/2 sec.36 t3s range15 w"
"trss","ne 1/4 se 1/4 sec18 t10s r23w"
"trss","w 1/2 sec.24 t19s range15e"
"trss","s 1/2 sec.20 t6 n range34 w"
"trss","s 1/2 section33 t31 s r.1w"
"trss","s1/2 section14 t18 s r.6 w"
"trss","ne1/4 nw1/4 sec.15 t11n r.6 e"
"trss","e 1/2 sec15 t11s r.6 e"
"trss","nw1/4 sw1/4 sec15 t11 s r.6 e"
"trss","s1/2 sec.33 t10 n range29w"
"trss","n 1/2 section6 t24 n range15 e"
"trss","nw 1/4 ne 1/4 sec.14 t18 s r6 w"
"trss","e1/2 section22 t3 s r.17w"
"trss","e 1/2 sec.17 t13 n r15e"
"trss","w 1/2 sec18 t10 s range23 w"
"trss","nw 1/4 sw 1/4 sec.23 t23s range16e"
"trss","e1/2 section24 t19n range15e"
"trss","se 1/4 sw 1/4 section14 t11n range34 e"
"trss","se 1/4 ne 1/4 sec.33 t10n range29 w"
"trss","n 1/2 sec15 t26s r12 w"
"trss","sw 1/4 se 1/4 section10 t3 s r.9w"
"trss","w1/2 sec.11 t35n r.36 w"
"trss","n 1/2 sec14 t11 s r34e"
"trss","se 1/4 ne 1/4 sec.33 t10s r.29w"
"trss","nw 1/4 ne 1/4 sec23 t8 s range7 w"
"trss","ne1/4 se1/4 sec.4 t21n r26 w"
"trss","s1/2 sec.18 t10 n r23 w"
"trss","ne1/4 nw1/4 sec10 t3s range9w"
"trss","ne1/4 se1/4 sec25 t19s range19e"
"trss","n1/2 sec15 t11s range6w"
"trss","ne 1/4 nw 1/4 sec36 t3 s r.15w"
"trss","e1/2 sec36 t3 s range15e"
"trss","nw 1/4 sw 1/4 sec33 t31s r.1e"
"trss","n1/2 sec6 t24 n r15e"
"trss","e1/2 sec.11 t35s r.36 e"
"trss","w1/2 section14 t11n r34e"
"trss","se1/4 sw1/4 sec.25 t19n r.19 e"
"trss","ne 1/4 se 1/4 sec36 t3n r15 w"
"trss","w 1/2 sec.15 t26 s r.12e"
"trss","sw1/4 se1/4 sec14 t18 n range6e"
"trss","ne 1/4 ne 1/4 section4 t21s r26e"
"trss","nw 1/4 sw 1/4 section25 t19s r19 e"
"trss","w 1/2 sec10 t3n r9 w"
"trss","se 1/4 sw 1/4 sec23 t8 s r7e"
"trss","nw 1/4 sw 1/4 sec23 t8 n range7w"
"trss","s 1/2 section23 t23n r16w"
"trss","n 1/2 sec15 t11 s r6w"
"trss","nw1/4 ne1/4 sec.20 t6 s r.34 e"
"trss","n1/2 sec11 t35 n range36e"
"trss","nw1/4 se1/4 sec17 t13 s r15 e"
"trss","e1/2 section6 t24 n r.15 e"
"trss","ne1/4 sw1/4 sec15 t26n r12w"
"trss","ne1/4 sw1/4 sec.23 t8s range7 e"
"trss","sw1/4 ne1/4 sec10 t3 n r.9e"
"trss","nw1/4 se1/4 sec33 t10 n r29 w"
"trss","nw 1/4 se 1/4 sec33 t31n r1e"
"trss","sw 1/4 ne 1/4 sec14 t11n r.34w"
"trss","w 1/2 sec33 t10n range29w"
"trss","e1/2 sec22 t3 s r.17 e"
"trss","e1/2 sec.33 t10 s range29 e"
"trss","sw 1/4 ne 1/4 sec.14 t11n r34e"
"trss","ne1/4 sw1/4 section36 t3 s r15 w"
"trss","sw1/4 ne1/4 sec20 t33 n r16 w"
"trss","ne 1/4 sw 1/4 sec.4 t21s range26w"
"trss","n1/2 sec.24 t19 s range15w"
"trss","se1/4 nw1/4 sec.18 t10 s r.23 w"
"trss","ne1/4 sw1/4 sec.15 t11 s r6w"
"trss","nw1/4 se1/4 sec14 t18n range6 e"
"trss","nw1/4 se1/4 sec.14 t11s range34e"
"trss","s 1/2 sec.17 t13 s r15e"
"trss","nw1/4 se1/4 sec.36 t3 s r.15w"
"trss","se1/4 nw1/4 sec6 t24 n r.15e"
"trss","s 1/2 sec15 t26n range12 w"
"trss","ne 1/4 sw 1/4 section18 t10 s r.23e"
"trss","s1/2 sec.14 t18 n r6 e"
"trss","s1/2 sec.14 t18s r.6 e"
"trss","ne 1/4 sw 1/4 sec.33 t31s r1 w"
"trss","nw 1/4 se 1/4 sec.33 t10n r.29w"
"trss","s 1/2 sec25 t19s range19 e"
"trss","w1/2 sec15 t11 s r6e"
"trss","s 1/2 sec.18 t10 s r.23 e"
"trss","se1/4 nw1/4 sec.17 t13 n range15w"
"trss","w1/2 sec.18 t10 n range23 w"
"trss","se1/4 nw1/4 sec20 t33s r.16 w"
"trss","n 1/2 sec.22 t3n r.17 w"
"trss","ne1/4 sw1/4 sec.20 t33 n r16e"
"trss","sw1/4 ne1/4 section4 t21s r.26 e"
"trss","w 1/2 sec14 t18s range6 w"
"trss","ne1/4 sw1/4 section23 t23s r.16 w"
"trss","ne1/4 sw1/4 sec.20 t33 s r.16e"
"trss","nw1/4 se1/4 sec.33 t31s r.1e"
"trss","se1/4 nw1/4 sec.17 t13s range15w"
"trss","se1/4 nw1/4 sec.20 t6s range34e"
"trss","ne1/4 sw1/4 section33 t10n range29 e"
"trss","s 1/2 sec33 t10n r29e"
"trss","e1/2 section14 t18s r.6e"
"trss","sw1/4 ne1/4 section20 t33 s range16e"
"trss","nw 1/4 se 1/4 sec33 t10 n r.29w"
"trss","w1/2 sec.25 t19s r19w"
"trss","se1/4 nw1/4 section22 t3 s range17e"
"trss","w 1/2 sec.4 t21s r.26w"
"trss","nw1/4 se1/4 sec18 t10n r.23e"
"trss","nw 1/4 se 1/4 section23 t8 n r7 e"
"trss","s1/2 sec20 t6s range34 w"
"trss","e 1/2 sec15 t11s range6e"
"trss","sw 1/4 ne 1/4 sec18 t10n r23 w"
"trss","n1/2 sec.6 t24 s r.15e"
"trss","e 1/2 sec25 t19n r.19 e"
"trss","w 1/2 sec.23 t8 s r7 e"
"trss","sw 1/4 ne 1/4 sec.6 t24s range15e"
"trss","sw1/4 ne1/4 sec.17 t13n r.15 e"
"trss","e 1/2 sec.17 t13 n r.15 w"
"trss","sw 1/4 ne 1/4 section24 t19 n r15e"
"trss","se1/4 nw1/4 section33 t31s range1 w"
"trss","n 1/2 sec4 t21s r.26w"
"trss","nw 1/4 se 1/4 sec14 t18s r.6w"
"trss","n1/2 sec15 t26 s r12 w"
"trss","n 1/2 sec11 t35 s r36 e"
"trss","w1/2 sec.11 t35 n r.36 e"
"trss","ne1/4 sw1/4 section18 t10s r23w"
"trss","ne1/4 sw1/4 section4 t21n r.26w"
"trss","w 1/2 sec14 t18 s range6 e"
"trss","ne1/4 sw1/4 section18 t10n range23 e"
"trss","e 1/2 sec.20 t33n r.16 e"
"trss","s 1/2 sec.20 t6s r34e"
"trss","w 1/2 sec20 t33s range16 e"
"trss","n1/2 sec.24 t19s r15e"
"trss","ne 1/4 nw 1/4 sec.33 t31s r.1e"
"trss","ne 1/4 ne 1/4 sec.23 t8 n r7e"
"trss","sw1/4 sw1/4 sec15 t11n r.6 w"
"trss","e 1/2 section4 t21 s r.26e"
"trss","n 1/2 sec10 t3 n range9 w"
"trss","sw 1/4 sw 1/4 section22 t3 n range17 e"
"trss","w 1/2 sec.10 t3s r9 w"
"trss","nw 1/4 nw 1/4 sec.36 t3n range15 w"
"trss","se 1/4 se 1/4 sec33 t31n r1w"
"trss","s 1/2 sec.20 t33 n r16 e"
"trss","ne1/4 ne1/4 section11 t35n range36 e"
"trss","s 1/2 sec.22 t3n r.17 e"
"trss","w1/2 sec20 t33 n r16 e"
"trss","se1/4 se1/4 sec.36 t3n r15w"
"trss","ne1/4 ne1/4 sec23 t23 s range16w"
"trss","nw 1/4 nw 1/4 sec25 t19s r.19w"
"trss","s 1/2 section20 t33n r.16w"
"trss","s 1/2 sec.23 t8s r7 w"
"trss","ne 1/4 ne 1/4 sec.15 t11n r6 w"
"trss","sw1/4 sw1/4 sec.23 t23n range16 w"
"trss","n1/2 sec.11 t35 s range36w"
"trss","e1/2 sec25 t19s range19w"
"trss","ne 1/4 ne 1/4 section23 t8n r.7 w"
"trss","nw1/4 nw1/4 sec.22 t3s r17 e"
"trss","nw 1/4 nw 1/4 sec14 t11 s range34 e"
"trss","sw1/4 sw1/4 sec4 t21 n range26 e"
"trss","sw 1/4 sw 1/4 sec20 t6s r34 e"
"trss","nw 1/4 nw 1/4 section15 t26s range12 w"
"trss","e 1/2 sec.15 t26n range12w"
"trss","se1/4 se1/4 sec.23 t23s r16 e"
"trss","sw1/4 sw1/4 sec11 t35n range36 w"
"trss","ne 1/4 ne 1/4 sec.10 t3 s r9w"
"trss","s 1/2 sec15 t11s r.6 e"
"trss","ne 1/4 ne 1/4 sec22 t3 s r17 w"
"trss","se 1/4 se 1/4 sec33 t31n r.1 w"
"trss","se1/4 se1/4 section17 t13n r.15 e"
"trss","w 1/2 sec15 t11s r6 e"
"trss","nw 1/4 nw 1/4 sec15 t26 n r.12 w"
"trss","nw 1/4 nw 1/4 sec.14 t11n range34e"
"trss","s 1/2 sec18 t10s r.23 e"
"trss","ne1/4 ne1/4 section14 t18n r.6e"
"trss","n1/2 sec15 t11s r.6w"
"trss","w 1/2 sec.15 t11 s r6 e"
"trss","sw1/4 sw1/4 section11 t35s r36w"
"trss","nw 1/4 nw 1/4 sec6 t24s range15w"
"trss","w1/2 section6 t24 n r15w"
"trss","e1/2 sec.23 t23 s r16w"
"trss","s1/2 sec25 t19s r.19 w"
"trss","nw 1/4 nw 1/4 sec.15 t11 n range6e"
"trss","se1/4 se1/4 section25 t19n range19w"
"trss","ne 1/4 ne 1/4 sec25 t19n r19 w"
"trss","s 1/2 sec18 t10s r.23 e"
"trss","se1/4 se1/4 sec33 t10 s r29 w"
"trss","ne 1/4 ne 1/4 sec36 t3 n r.15 w"
"trss","ne 1/4 ne 1/4 sec.4 t21 n range26e"
"trss","s 1/2 sec24 t19n r.15w"
"trss","se1/4 se1/4 sec23 t23s range16e"
"trss","w 1/2 sec.24 t19 n range15e"
"trss","w1/2 sec23 t8n range7 e"
"trss","ne 1/4 ne 1/4 sec18 t10s r.23w"
"trss","w1/2 sec22 t3n r17e"
"trss","sw1/4 sw1/4 sec17 t13n r.15 e"
"trss","e1/2 section20 t33n r.16 w"
"trss","n1/2 sec4 t21 n range26e"
"trss","sw 1/4 sw 1/4 sec6 t24s r.15 e"
"trss","s 1/2 sec.10 t3 s r.9 e"
"trss","nw1/4 nw1/4 sec.23 t8 s range7 e"
"trss","w1/2 sec23 t23s r16 w"
"trss","sw 1/4 sw 1/4 sec.14 t11 n range34w"
"trss","s 1/2 sec.22 t3 s r.17 w"
"trss","ne1/4 ne1/4 sec.10 t3s range9w"
"trss","n1/2 section22 t3 s r.17 w"
"trss","e1/2 section20 t33s range16w"
"trss","se 1/4 se 1/4 sec22 t3 n r.17e"
"trss","s 1/2 sec.10 t3s r9w"
"trss","s1/2 sec.14 t11 n r.34e"
"trss","e1/2 sec15 t26n r.12w"
"trss","e1/2 sec.23 t23 s r16e"
"trss","e 1/2 sec33 t10s r29w"
"trss","sw 1/4 sw 1/4 section23 t23 s r.16 e"
"trss","e1/2 sec.23 t23s range16 w"
"trss","n1/2 sec.23 t23n r16w"
"trss","ne 1/4 ne 1/4 sec.24 t19 n range15 w"
"trss","ne1/4 ne1/4 sec.24 t19s r15 e"
"trss","ne1/4 ne1/4 sec33 t31n r.1 e"
"trss","sw 1/4 sw 1/4 sec.25 t19s r19 e"
"trss","s1/2 section4 t21 s r.26w"
"trss","sw1/4 sw1/4 sec18 t10n range23w"
"trss","sw1/4 sw1/4 sec.6 t24 n range15 e"
"trss","sw1/4 sw1/4 sec.10 t3 n range9 e"
"trss","sw 1/4 sw 1/4 sec.15 t26 n r.12e"
"trss","nw 1/4 nw 1/4 sec.20 t33 s range16 e"
"trss","sw1/4 sw1/4 sec20 t33 s r.16e"
"trss","w1/2 sec17 t13s r15 e"
"trss","nw1/4 nw1/4 sec.10 t3n r.9e"
"trss","n1/2 sec.15 t26 n r.12e"
"trss","n 1/2 section33 t10 n range29e"
"trss","s1/2 section25 t19 n range19 w"
"trs","t 1 n r 24 e s 30"
"trs","t 1 s r 24 w s 30"
"trs","t 15 s r 23 e s 18"
"trs","t 15 s r 23 e s 29"
"trs","t 15 s r 23 w s 18"
"trs","t 15 s r 23 w s 29"
"trs","t 17 n r 12 e sec 14"
"trs","t 17 s r 12 w sec 14"
"trs","t 17 s r 9 e s 31"
"trs","t 17 s r 9 w s 31"
"trs","t 22 n r 4 e"
"trs","t 22 s r 4 w"
"trs","t 26 n r 14 e"
"trs","t 26 s r 14 w"
"trs","t 28 n r 16 e sec 4"
"trs","t 28 s r 16 w sec 4"
"trs","t 43 n r 15 e sec 28"
"trs","t 43 s r 15 w sec 28"
"trs","t 5 n r 12 w"
"trs","t 5 s r 12 w"
"trs","t 8 n r 21 w"
"trs","t 8 n r 21 w"
"trs","t 8 s r 21 w"
"trs","t 8 s r 21 w"
"trs","t.1 n r.17 e s36"
"trs","t.1 n r.17 e sec.1"
"trs","t.1 n r.17 e sec.28"
"trs","t.1 n r.17 e sec28"
"trs","t.1 n r.17 w sec36"
"trs","t.1 n r2 w sec.28"
"trs","t.1 n r2 w sec28"
"trs","t.1 n r2e sec36"
"trs","t.1 n r2w sec.28"
"trs","t.1 n r31 e sec28"
"trs","t.1 n r31e sec1"
"trs","t.1 s r.17 e sec1"
"trs","t.1 s r.17e s28"
"trs","t.1 s r.17e sec28"
"trs","t.1 s r.17w section36"
"trs","t.1 s r.2 w section36"
"trs","t.1 s r.2e s1"
"trs","t.1 s r.31 e sec.1"
"trs","t.1 s r.31e s28"
"trs","t.1 s r.31e sec.36"
"trs","t.1 s r17 w s1"
"trs","t.1 s r17e sec.36"
"trs","t.1 s r31 e sec.1"
"trs","t.1 s r31 e sec.1"
"trs","t.12 n r.17e sec.36"
"trs","t.12 n r.17e section1"
"trs","t.12 n r.17w section28"
"trs","t.12 n r.31 e sec.1"
"trs","t.12 n r.31 w sec.1"
"trs","t.12 n r.31 w sec1"
"trs","t.12 n r.31e s36"
"trs","t.12 n r.31w sec36"
"trs","t.12 n r17 w section28"
"trs","t.12 n r17e s1"
"trs","t.12 n r2e sec36"
"trs","t.12 n r2e section28"
"trs","t.12 n r31w s36"
"trs","t.12 s r.17 w section1"
"trs","t.12 s r.17e sec.28"
"trs","t.12 s r.17w sec.28"
"trs","t.12 s r.2 e sec.28"
"trs","t.12 s r.31 e section28"
"trs","t.12 s r.31 w sec.1"
"trs","t.12 s r.31w section36"
"trs","t.12 s r17 w s28"
"trs","t.12 s r2e sec.36"
"trs","t.12 s r2e section36"
"trs","t.12 s r2w sec36"
"trs","t.12 s r31 e sec1"
"trs","t.12 s r31 w s28"
"trs","t.12 s r31e sec.36"
"trs","t.12 s r31w section1"
"trs","t.12n r.17 w sec.28"
"trs","t.12n r.17 w sec1"
"trs","t.12n r.17e s36"
"trs","t.12n r.17e sec.28"
"trs","t.12n r.2e section1"
"trs","t.12n r.2w sec.28"
"trs","t.12n r.31 w sec.28"
"trs","t.12n r.31e sec.36"
"trs","t.12n r.31w sec.28"
"trs","t.12n r.31w sec36"
"trs","t.12n r17 e sec28"
"trs","t.12n r17w sec.28"
"trs","t.12n r31 e sec36"
"trs","t.12n r31 w section36"
"trs","t.12n r31e sec.36"
"trs","t.12n r31e sec28"
"trs","t.12s r.17e section28"
"trs","t.12s r.2 w sec1"
"trs","t.12s r.31 w s28"
"trs","t.12s r.31 w sec.36"
"trs","t.12s r.31 w sec.36"
"trs","t.12s r.31 w sec36"
"trs","t.12s r.31 w section36"
"trs","t.12s r.31e sec36"
"trs","t.12s r17e sec.36"
"trs","t.12s r17w s36"
"trs","t.12s r17w sec1"
"trs","t.12s r2 e s36"
"trs","t.12s r2 w sec.1"
"trs","t.12s r2w sec.36"
"trs","t.12s r2w sec.36"
"trs","t.12s r2w section1"
"trs","t.1n r.17 w s28"
"trs","t.1n r.17e sec.28"
"trs","t.1n r17 e sec.36"
"trs","t.1n r17e sec1"
"trs","t.1n r17e sec1"
"trs","t.1n r2 w section1"
"trs","t.1n r31 w sec.1"
"trs","t.1n r31w sec36"
"trs","t.1s r.2 e s1"
"trs","t.1s r.2 w s1"
"trs","t.1s r.2w sec28"
"trs","t.1s r.31 e s28"
"trs","t.1s r.31 e sec28"
"trs","t.1s r.31w sec1"
"trs","t.1s r17e sec28"
"trs","t.1s r17w sec.1"
"trs","t.1s r17w sec36"
"trs","t.1s r31w s1"
"trs","t.1s r31w sec1"
"trs","t.35 n r.17 w s28"
"trs","t.35 n r.17w sec.1"
"trs","t.35 n r.31 e section28"
"trs","t.35 n r.31 w sec.1"
"trs","t.35 n r.31w sec.28"
"trs","t.35 n r2 w sec.36"
"trs","t.35 n r31 e sec.36"
"trs","t.35 n r31 e sec1"
"trs","t.35 n r31 e sec36"
"trs","t.35 n r31 w sec28"
"trs","t.35 n r31w s28"
"trs","t.35 n r31w sec36"
"trs","t.35 n r31w section1"
"trs","t.35 s r.17 w sec28"
"trs","t.35 s r.2 e sec28"
"trs","t.35 s r.2 w section36"
"trs","t.35 s r.2e sec.28"
"trs","t.35 s r.2w sec.1"
"trs","t.35 s r.2w sec36"
"trs","t.35 s r.31 e s1"
"trs","t.35 s r.31 w sec.1"
"trs","t.35 s r.31w s36"
"trs","t.35 s r2 e sec.28"
"trs","t.35 s r2e sec.1"
"trs","t.35 s r31 w sec1"
"trs","t.35 s r31e sec.1"
"trs","t.35n r.2 e s1"
"trs","t.35n r.2 e s28"
"trs","t.35n r.2 e sec28"
"trs","t.35n r.2 e section1"
"trs","t.35n r.2e sec.28"
"trs","t.35n r.31 e sec.36"
"trs","t.35n r.31 e sec.36"
"trs","t.35n r.31e sec.1"
"trs","t.35n r.31w s36"
"trs","t.35n r.31w sec.36"
"trs","t.35n r17 e s36"
"trs","t.35n r2 e s36"
"trs","t.35n r31 e section36"
"trs","t.35s r.2 e sec.28"
"trs","t.35s r.2w sec1"
"trs","t.35s r.31 w sec28"
"trs","t.35s r17 w sec.36"
"trs","t.35s r17w sec28"
"trs","t.35s r2 w sec.1"
"trs","t.35s r2 w sec.28"
"trs","t.35s r31 w sec36"
"trs","t.35s r31w sec.36"
"trs","t1 n r.17 e sec28"
"trs","t1 n r.17 w sec28"
"trs","t1 n r.17 w sec36"
"trs","t1 n r.17e sec28"
"trs","t1 n r.17w sec.36"
"trs","t1 n r.2w s1"
"trs","t1 n r.31 e section28"
"trs","t1 n r.31w section36"
"trs","t1 n r17 w s28"
"trs","t1 n r17w s28"
"trs","t1 n r2 e s1"
"trs","t1 n r2 e s28"
"trs","t1 n r2 w s1"
"trs","t1 s r.17 e sec.1"
"trs","t1 s r.17 e sec.1"
"trs","t1 s r.17 e sec1"
"trs","t1 s r.17w sec1"
"trs","t1 s r.2 e sec.36"
"trs","t1 s r.2 w sec.28"
"trs","t1 s r.31 e sec28"
"trs","t1 s r17e sec28"
"trs","t1 s r17w sec.1"
"trs","t1 s r17w section36"
"trs","t1 s r2 e section28"
"trs","t1 s r31 e sec.36"
"trs","t1 s r31 w sec.36"
"trs","t12 n r.17 w sec28"
"trs","t12 n r.17 w section36"
"trs","t12 n r.17w section28"
